38423.0773442  3.25030180025
34256.5168451  3.20305494006
30224.7375025  3.27418593554
27515.4765733  3.39626515862
25049.0662157  3.54878338581
22803.7379839  3.76284815411
20544.1804839  3.96072094347
18316.3898746  3.98982543919
16160.6645082  3.93182875571
14559.3502534  3.76284815411
13254.2908201  3.60112993485
12066.2132641  3.49719775383
10757.7650336  3.37149049459
9591.20363498  3.25030180025
8731.47496833  3.25030180025
8287.60422275  3.49719775383
7703.83457608  3.62759205432
7013.28439278  3.42122187386
6384.63319641  3.27418593554
5692.28988827  3.27418593554
5022.34271041  3.32248201789
4477.724835    3.27418593554
3992.16478326  3.20305494006
3634.31829842  3.29824557819
3274.20404108  3.4463619781
2980.71354899  3.62759205432
2713.5307237   3.76284815411
2369.31255898  3.93182875571
2112.38664881  4.04867760635
1903.07626739  4.19963403533
1714.50585599  4.32444171151
1544.62035     4.38822965671
1348.68139216  4.51864215013
1215.0443912   4.48568010627
1083.28617935  4.32444171151
986.183436247  4.13858754355
916.717769131  3.87467512046
825.882814261  3.79049862471
736.324898847  3.76284815411
656.478555189  3.65424862491
591.429963417  3.54878338581
549.770292964  3.84641060935
505.740219192  4.07842843246
450.898250101  4.07842843246
402.003289889  4.07842843246
365.968839412  4.26158099718
333.164416284  4.51864215013
300.152102422  4.72156367065
270.410884791  4.79120938789
238.585202564  4.68712137945
214.944473828  4.55184640839
193.646237624  4.51864215013
174.458383033  4.68712137945
157.171798346  4.89760890326
144.584203191  5.19303564564
133.004724973  5.50628270848
122.352625491  5.88132741975
111.38527837   6.19060236629
101.401013569  6.46860766155
90.4051879631  6.80876527324
84.0371468241  6.56402325934
77.3067690253  6.19060236629
70.3772064817  5.83842502432
65.419914138   5.50628270848
58.3258433623  5.34736592914
53.6546357345  5.00637125773
48.8451842626  5.04315948717
47.3398182366  5.46611614381
45.404583675   5.9245450741
44.0052539618  6.51614081692
43.5484607988  6.95996912736
42.2063351756  7.59911673525
41.3346437938  8.23643487201
39.2333677522  8.8620821401
38.0242295374  9.74700579263
36.091240761   10.4873974355
34.6158439578  11.2840299175
32.8561228887  12.1411753452
30.541774045   12.9681368077
28.6882414559  13.8514243871
25.5773169308  14.3678798239
22.8037379839  14.3678798239
20.3309231944  14.5798141248
18.1262579946  14.7948745757
